Column1;Column2;Column3;Column4
DAGNINI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Imbrattati/sporchi
IRNERIO-2;Degrado urbano;Cantieri edili;Abbandonati
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-2;Degrado urbano;Cantieri stradali;Abbandonati
IRNERIO-2;Degrado urbano;Cantieri stradali;Abbandonati
IRNERIO-2;Degrado urbano;Piazze/strade;Dissestate
DAGNINI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado sociale;Segnalazioni;Tossicodipendenti
GALVANI-2;Degrado urbano;Cantieri stradali;Abbandonati
IRNERIO-1;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
DAGNINI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Non/mal segnalati
GALVANI-2;Degrado urbano;Edifici privati;Imbrattati
MEZZOFANTI;Degrado urbano;Piste ciclabili;
IRNERIO-2;Microcriminalita;Spaccio;
GALVANI-2;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-2;Degrado urbano;Piazze/strade;Dissestate
PADERNO;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-2;Degrado urbano;Piste ciclabili;Non/mal segnalate
MEZZOFANTI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
GALVANI-2;Degrado ambientale;Inquinamento acustico;Privati
GALVANI-1;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
DAGNINI;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
GALVANI-2;Degrado urbano;Piste ciclabili;Non/mal segnalate
IRNERIO-2;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
SIEPELUNGA;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
GALVANI-2;Degrado urbano;Cantieri stradali;
SIEPELUNGA;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-1;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
GALVANI-2;Degrado sociale;Segnalazioni;Bivacco
GALVANI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
SIEPELUNGA;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
GALVANI-1;Degrado sociale;Segnalazioni;Senza fissa dimora
GALVANI-2;Microcriminalita;Occupazioni abusive;Edifici privati
OSSERVANZA;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
GALVANI-2;Degrado urbano;Cantieri edili;Abbandonati
IRNERIO-2;Degrado urbano;Piazze/strade;Imbrattate
GALVANI-2;Microcriminalita;Occupazioni abusive;Edifici privati
GALVANI-2;Degrado urbano;Cantieri stradali;Abbandonati
DAGNINI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
IRNERIO-1;Degrado sociale;Segnalazioni;Tossicodipendenti
IRNERIO-2;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-2;Degrado urbano;Piazze/strade;Dissestate
DAGNINI;Degrado urbano;Piazze/strade;Dissestate
GALVANI-2;Degrado urbano;Cantieri edili;Inquinanti/rumorosi
DAGNINI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
IRNERIO-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
GALVANI-2;Degrado urbano;Cantieri edili;Abbandonati
IRNERIO-2;Degrado urbano;Cantieri stradali;Non/mal segnalati
GALVANI-1;Degrado sociale;Segnalazioni;Senza fissa dimora
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
GALVANI-2;Microcriminalita;Occupazioni abusive;Edifici pubblici
GALVANI-1;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
GALVANI-2;Microcriminalita;Comportamenti sanzionabili;Accattonaggio molesto
IRNERIO-1;Degrado ambientale;Inquinamento atmosferico;Inquinamento atmosferico da sorgenti non puntuali
GALVANI-2;Degrado sociale;Segnalazioni;Bande giovanili
GALVANI-2;Degrado urbano;Piste ciclabili;Dissestate
GALVANI-1;Degrado urbano;Edifici privati;Imbrattati
OSSERVANZA;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
MEZZOFANTI;Degrado urbano;Cantieri edili;Non/mal segnalati
IRNERIO-2;Degrado sociale;Segnalazioni;Tossicodipendenti
CHIESANUOVA;Degrado urbano;Edifici pubblici;Abbandonati
GALVANI-1;Microcriminalita;Vandalismi;
MEZZOFANTI;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
GALVANI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
GALVANI-2;Microcriminalita;Occupazioni abusive;Edifici pubblici
DAGNINI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MEZZOFANTI;Degrado sociale;Segnalazioni;
GALVANI-2;Degrado ambientale;Inquinamento acustico;Privati
DAGNINI;Degrado urbano;Piazze/strade;Dissestate
DAGNINI;Degrado ambientale;Inquinamento atmosferico;Amianto
DAGNINI;Degrado urbano;Piste ciclabili;Non/mal segnalate
GALVANI-2;Degrado sociale;Segnalazioni;
IRNERIO-1;Degrado ambientale;Rifiuti/rottami;Siringhe/Preservativi
IRNERIO-2;Degrado sociale;Segnalazioni;Tossicodipendenti
IRNERIO-2;Degrado sociale;Segnalazioni;Tossicodipendenti
IRNERIO-2;Degrado urbano;Edifici privati;Imbrattati
IRNERIO-2;Degrado sociale;Segnalazioni;Bande giovanili
IRNERIO-2;Degrado sociale;Segnalazioni;Bivacco
DAGNINI;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-2;Degrado sociale;Segnalazioni;Bande giovanili
IRNERIO-2;Degrado sociale;Segnalazioni;Bande giovanili
IRNERIO-2;Degrado sociale;Segnalazioni;Bande giovanili
IRNERIO-2;Degrado sociale;Segnalazioni;Bande giovanili
GALVANI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Non/mal segnalati
IRNERIO-2;Microcriminalita;Spaccio;
GALVANI-1;Degrado sociale;Segnalazioni;Mendicanti
GALVANI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
SAN MICHELE IN BOSCO;Degrado urbano;Edifici privati;Abusivi
GALVANI-1;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
GALVANI-2;Degrado urbano;Armadi/Colonnine Telecom;
GALVANI-2;Degrado ambientale;Inquinamento acustico;Privati
DAGNINI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
GALVANI-2;Degrado urbano;Edifici pubblici;Imbrattati
IRNERIO-2;Degrado urbano;Edifici pubblici;Imbrattati
GIARDINI MARGHERITA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
GIARDINI MARGHERITA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
MENGOLI;Degrado sociale;Segnalazioni;Bivacco
GALVANI-1;Degrado sociale;Conflitti;
IRNERIO-2;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-1;Degrado urbano;Piazze/strade;Dissestate
MEZZOFANTI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
IRNERIO-2;Degrado urbano;Cantieri edili;Inquinanti/rumorosi
IRNERIO-2;Degrado sociale;Segnalazioni;Bivacco
DAGNINI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
GALVANI-1;Degrado sociale;Segnalazioni;Tossicodipendenti
GALVANI-2;Degrado urbano;Piste ciclabili;Non/mal segnalate
GIARDINI MARGHERITA;Degrado ambientale;Dissesto idro-geologico;Allagamenti
GALVANI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
DAGNINI;Degrado ambientale;Inquinamento acustico;Privati
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-2;Degrado sociale;Conflitti;Fra adulti/fra vicini
DAGNINI;Degrado urbano;Piazze/strade;Dissestate
DAGNINI;Degrado ambientale;Inquinamento acustico;Rumore da sorgenti fisse
GALVANI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
OSSERVANZA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
GALVANI-1;Degrado sociale;Segnalazioni;Tossicodipendenti
GALVANI-1;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Imbrattati/sporchi
GALVANI-2;Degrado urbano;Cantieri edili;Abbandonati
MEZZOFANTI;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
GALVANI-1;Microcriminalita;Comportamenti sanzionabili;Accattonaggio molesto
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-1;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
IRNERIO-2;Degrado ambientale;Inquinamento atmosferico;Amianto
IRNERIO-2;Degrado sociale;Segnalazioni;
GALVANI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
DAGNINI;Degrado sociale;Segnalazioni;Bivacco
IRNERIO-2;Microcriminalita;Spaccio;
MEZZOFANTI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
GALVANI-2;Degrado sociale;Conflitti;
GALVANI-1;Degrado urbano;Edifici pubblici;Danneggiati
DAGNINI;Degrado sociale;Segnalazioni;Bivacco
DAGNINI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-2;Degrado urbano;Edifici privati;
MEZZOFANTI;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
GALVANI-2;Degrado sociale;Segnalazioni;Senza fissa dimora
GALVANI-2;Degrado sociale;Segnalazioni;
DAGNINI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
IRNERIO-2;Degrado urbano;Edifici privati;Imbrattati
MEZZOFANTI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
SIEPELUNGA;Degrado urbano;Edifici pubblici;Danneggiati
GALVANI-2;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-2;Microcriminalita;Spaccio;
GALVANI-1;Degrado urbano;Edifici pubblici;
GALVANI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
OSSERVANZA;Degrado urbano;Piazze/strade;Dissestate
OSSERVANZA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
GALVANI-1;Degrado ambientale;Inquinamento acustico;Piazze/strade
IRNERIO-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
GALVANI-2;Microcriminalita;Vandalismi;
OSSERVANZA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;
IRNERIO-1;Degrado sociale;Segnalazioni;Tossicodipendenti
GALVANI-2;Degrado sociale;Segnalazioni;Bivacco
SAN MICHELE IN BOSCO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Non/mal segnalati
IRNERIO-1;Degrado sociale;Segnalazioni;Bivacco
DAGNINI;Degrado urbano;Illuminazione pubblica/lampioni;Carente
DAGNINI;Degrado urbano;Illuminazione pubblica/lampioni;Carente
IRNERIO-2;Degrado sociale;Segnalazioni;Bivacco
DAGNINI;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
GALVANI-1;Degrado ambientale;Inquinamento acustico;Piazze/strade
IRNERIO-2;Degrado urbano;Piazze/strade;Imbrattate
CHIESANUOVA;Degrado urbano;Piazze/strade;Dissestate
SIEPELUNGA;Degrado urbano;Piazze/strade;Dissestate
SIEPELUNGA;Degrado urbano;Piazze/strade;Dissestate
GALVANI-1;Degrado sociale;Segnalazioni;Bivacco
SAN MICHELE IN BOSCO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MEZZOFANTI;Degrado urbano;Piste ciclabili;Non/mal segnalate
IRNERIO-2;Degrado sociale;Segnalazioni;Bivacco
IRNERIO-2;Degrado sociale;Segnalazioni;Bivacco
MEZZOFANTI;Degrado urbano;Edifici privati;Abbandonati
SIEPELUNGA;Degrado urbano;Piazze/strade;Dissestate
OSSERVANZA;Degrado urbano;Illuminazione pubblica/lampioni;Carente
IRNERIO-2;Microcriminalita;Spaccio;
GALVANI-1;Degrado ambientale;Inquinamento acustico;Privati
DAGNINI;Degrado ambientale;Rifiuti/rottami;Siringhe/Preservativi
GALVANI-2;Degrado sociale;Segnalazioni;Bivacco
DAGNINI;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
DAGNINI;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
DAGNINI;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
IRNERIO-2;Degrado sociale;Segnalazioni;Mendicanti
SIEPELUNGA;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
IRNERIO-2;Degrado sociale;Segnalazioni;Senza fissa dimora
DAGNINI;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
MEZZOFANTI;Degrado urbano;Piste ciclabili;Dissestate
SIEPELUNGA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MEZZOFANTI;Degrado urbano;Piste ciclabili;
IRNERIO-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
GALVANI-1;Degrado urbano;Cantieri stradali;
IRNERIO-1;Microcriminalita;Truffe;
IRNERIO-1;Microcriminalita;Truffe;
IRNERIO-1;Microcriminalita;Truffe;
IRNERIO-2;Degrado urbano;Piste ciclabili;Non/mal segnalate
GALVANI-2;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
GALVANI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
IRNERIO-1;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
GALVANI-2;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-2;Degrado urbano;Piazze/strade;Dissestate
GALVANI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
GALVANI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
IRNERIO-1;Microcriminalita;Truffe;
MEZZOFANTI;Degrado urbano;Edifici privati;
IRNERIO-1;Degrado urbano;Piazze/strade;Imbrattate
DAGNINI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Imbrattati/sporchi
DAGNINI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
DAGNINI;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
GALVANI-1;Degrado sociale;Segnalazioni;Senza fissa dimora
IRNERIO-2;Degrado urbano;Piazze/strade;Dissestate
DAGNINI;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
IRNERIO-2;Degrado sociale;Segnalazioni;Bande giovanili
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
IRNERIO-1;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
GALVANI-1;Degrado sociale;Segnalazioni;Senza fissa dimora
IRNERIO-1;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
DAGNINI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
OSSERVANZA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Non/mal segnalati
GALVANI-2;Degrado urbano;Cantieri edili;Abbandonati
IRNERIO-1;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GIARDINI MARGHERITA;Degrado urbano;Piazze/strade;Dissestate
GIARDINI MARGHERITA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
GALVANI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
DAGNINI;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
SIEPELUNGA;Degrado urbano;Edifici privati;Abusivi
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MEZZOFANTI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MEZZOFANTI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado urbano;Cantieri stradali;
IRNERIO-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
GALVANI-1;Degrado ambientale;Inquinamento acustico;Piazze/strade
GALVANI-2;Degrado urbano;Cantieri edili;Abbandonati
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
PADERNO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
DAGNINI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;
IRNERIO-1;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
DAGNINI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
GALVANI-2;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GIARDINI MARGHERITA;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
GALVANI-1;Degrado urbano;Edifici pubblici;Danneggiati
VIA TOSCANA;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
DUE MADONNE;Degrado urbano;Piazze/strade;Dissestate
FOSSOLO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
CORELLI;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
VIA ARNO;Degrado urbano;Illuminazione pubblica/lampioni;Carente
MONTE DONATO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
VIA TOSCANA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VIA TOSCANA;Degrado urbano;Piste ciclabili;Imbrattate/sporche
VIA TOSCANA;Degrado urbano;Cantieri stradali;Abbandonati
FOSSOLO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;
VIA TOSCANA;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
BITONE;Degrado urbano;Piazze/strade;Dissestate
PONTEVECCHIO;Degrado urbano;Cantieri edili;
VIA TOSCANA;Degrado urbano;Piazze/strade;Dissestate
PONTEVECCHIO;Degrado urbano;Piazze/strade;Dissestate
BITONE;Degrado urbano;Piazze/strade;Dissestate
CAVEDONE;Microcriminalita;Furti/rapine;
VIA TOSCANA;Degrado urbano;Piazze/strade;Dissestate
VIA TOSCANA;Degrado ambientale;Inquinamento atmosferico;Emissioni odorigene
DUE MADONNE;Degrado urbano;Piste ciclabili;Non/mal segnalate
MONTE DONATO;Degrado sociale;Conflitti;
BITONE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VIA TOSCANA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
BITONE;Degrado sociale;Segnalazioni;Bivacco
DUE MADONNE;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
BITONE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
FOSSOLO;Degrado urbano;Piazze/strade;Dissestate
VIA ARNO;Degrado sociale;Segnalazioni;Adulti in difficolta
MONTE DONATO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VIA TOSCANA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Non/mal segnalati
VIA TOSCANA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VIA ARNO;Degrado sociale;Segnalazioni;Tossicodipendenti
CORELLI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
VIA TOSCANA;Degrado urbano;Illuminazione pubblica/lampioni;Carente
VIA TOSCANA;Degrado ambientale;Rifiuti/rottami;Siringhe/Preservativi
VIA ARNO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
VIA TOSCANA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
FOSSOLO;Degrado urbano;Muri pubblici di contenimento stradale;Danneggiati
MONTE DONATO;Degrado urbano;Cantieri edili;Abbandonati
VIA ARNO;Degrado sociale;Segnalazioni;Bivacco
VIA ARNO;Degrado ambientale;Inquinamento atmosferico;Emissioni odorigene
FOSSOLO;Degrado urbano;Piste ciclabili;Dissestate
CORELLI;Degrado urbano;Piazze/strade;Dissestate
FOSSOLO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
VIA TOSCANA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
FOSSOLO;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
VIA ARNO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
VIA TOSCANA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
CORELLI;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
PONTEVECCHIO;Degrado urbano;Piazze/strade;Dissestate
FOSSOLO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
BITONE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
CAVEDONE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VIA ARNO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
